Roky,Šetření,"ČR, regiony, kraje",Ukazatel,value
2024,Pracovištní metoda,Pardubický kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2612.3036739737
2024,Pracovištní metoda,Pardubický kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),107.1418845851
2024,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),173.0395659417
2024,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),2.2798209159
2024,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),101.3351044273
2024,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),41638.0632838322
2024,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2505.1279611576
2024,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.4015846
2024,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),181.5610249738
2024,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),3.9825349477
2024,Pracovištní metoda,Kraj Vysočina,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),102.2426899492
2024,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),39683.8054771295
2024,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2053.5155876755
2024,Pracovištní metoda,Kraj Vysočina,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),105.4570814993
2024,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),470.677369546
2024,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),2.8923146648
2024,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),100.6182999296
2024,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),45035.7042776103
2024,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),3102.7858529526
2024,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),107.3994035462
2024,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),498.032355511
2024,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),6.0371333499
2024,Pracovištní metoda,Jihomoravský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),101.2270715401
2024,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),42562.0676859235
2024,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2692.5899693572
2024,Pracovištní metoda,Jihomoravský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.7535120186
2024,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),223.8217483938
2024,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),2.7827286171
2024,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),101.2589309435
2024,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),40976.9252185015
2024,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2636.8053467009
2024,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.8774050669
2024,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),236.6507573465
2024,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),4.4485210188
2024,Pracovištní metoda,Olomoucký kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),101.9157959412
2024,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),38755.5364244112
2024,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2258.6333427988
2024,Pracovištní metoda,Olomoucký kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.188561637
2024,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),202.3644609723
2024,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),0.751103595
2024,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),100.3725465439
2024,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),41173.4772270944
2024,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2581.2208602307
2024,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.6884424577
2024,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),211.8431332323
2024,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),1.6679163231
2024,Pracovištní metoda,Zlínský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),100.7935837287
2024,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),39331.2183325899
2024,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2311.0858483086
2024,Pracovištní metoda,Zlínský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),106.2427811389
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců přepočtený (tis. osob),417.0510439471
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob),1.6544082545
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%),100.3982719436
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč),41315.6736524247
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč),2522.705169557
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%),106.5029959506
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob),437.4851922335
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob),4.5936139113
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%),101.0611465183
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na fyzické osoby (Kč),39385.8926747972
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč),2160.7088105901
2024,Pracovištní metoda,Moravskoslezský kraj,Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%),105.8044275039
