Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Úhrn 12 měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2002;101.4482995215
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2002;101.519539812
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2002;101.7263512707
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2002;101.0037015786
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2002;101.8096382024
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2002;101.7852522695
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2002;102.557999789
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2002;103.2994087383
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2002;104.0654476588
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2002;105.0822260077
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2002;105.8170663341
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2001;107.4395845485
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Průmysl celkem;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;březen 2025;95.804498155
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;únor 2025;95.4454016522
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2025;94.297451042
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;prosinec 2024;92.7289398893
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;listopad 2024;92.5997336153
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;říjen 2024;90.0671948515
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;září 2024;87.7515750742
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;srpen 2024;87.8945615483
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červenec 2024;87.1273339462
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červen 2024;85.7905611333
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;květen 2024;84.0877907707
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;duben 2024;82.5351558519
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;březen 2024;82.0818062775
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;únor 2024;80.7960072821
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2024;81.6615045613
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;prosinec 2023;83.0963960629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;listopad 2023;83.9931405278
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;říjen 2023;86.2106667697
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;září 2023;88.1179221748
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;srpen 2023;89.0721582771
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červenec 2023;91.2571449727
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červen 2023;93.4137342433
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;květen 2023;96.0283568991
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;duben 2023;98.1077830626
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;březen 2023;98.4531083595
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;únor 2023;100.9970979251
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2023;101.5489940433
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;prosinec 2022;101.1875063884
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;listopad 2022;101.404647114
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;říjen 2022;101.5496801651
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;září 2022;101.6427448019
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;srpen 2022;102.2467072074
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červenec 2022;102.522114408
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červen 2022;104.0447865139
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;květen 2022;104.9042818752
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;duben 2022;105.2901404652
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;březen 2022;106.6925756999
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;únor 2022;107.0642674517
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2022;107.3275447613
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;prosinec 2021;107.7135584451
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;listopad 2021;107.0247628889
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;říjen 2021;105.364103104
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;září 2021;103.352746746
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;srpen 2021;100.1560131489
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červenec 2021;96.2896556629
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červen 2021;92.1877421873
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;květen 2021;89.3576118161
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;duben 2021;86.8661015102
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;březen 2021;84.4504035381
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;únor 2021;82.3316831258
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2021;81.3803087346
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;prosinec 2020;81.5514239947
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;listopad 2020;81.5973747713
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;říjen 2020;82.0220663913
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;září 2020;82.6073958053
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;srpen 2020;84.1383191182
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červenec 2020;86.3100518509
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červen 2020;88.182430611
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;květen 2020;89.0460999554
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;duben 2020;90.5334314369
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;březen 2020;92.1911649003
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;únor 2020;93.7859089614
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2020;94.3253189999
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;prosinec 2019;93.6006872801
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;listopad 2019;94.2591757789
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;říjen 2019;94.8592051998
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;září 2019;95.5034472282
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;srpen 2019;95.9663374971
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červenec 2019;95.7970371332
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červen 2019;97.1236346411
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;květen 2019;98.7147995168
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;duben 2019;99.6763644941
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;březen 2019;99.9412549838
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;únor 2019;99.6772413618
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2019;98.8959717805
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;prosinec 2018;99.3249480939
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;listopad 2018;99.6227757555
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;říjen 2018;99.3339339234
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;září 2018;100.2503527655
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;srpen 2018;99.9953566165
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červenec 2018;100.6479960057
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;červen 2018;98.9064797689
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;květen 2018;97.3111861037
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;duben 2018;96.42698806
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;březen 2018;96.4116812631
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;únor 2018;96.8781767623
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;leden 2018;98.3017954088
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;prosinec 2017;98.0309256407
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;listopad 2017;95.9084189116
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;říjen 2017;96.2106704857
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;září 2017;94.9404162738
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Těžba a dobývání;srpen 2017;94.6147910217
