Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Úhrn 12 měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;leden 2006;111.8375608252
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;prosinec 2005;113.3291579572
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;listopad 2005;115.0826380972
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;říjen 2005;117.6822697584
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;září 2005;121.0674745257
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;srpen 2005;122.4011762657
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červenec 2005;123.9861734921
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červen 2005;121.6677300732
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;květen 2005;121.6983125254
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;duben 2005;123.3118621977
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;březen 2005;122.5208655597
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;únor 2005;125.2117294792
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;leden 2005;126.4017234118
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;prosinec 2004;125.9484489973
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;listopad 2004;126.0574107874
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;říjen 2004;125.1500979118
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;září 2004;121.759926696
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;srpen 2004;119.9723410892
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červenec 2004;120.1367179413
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červen 2004;120.1406170218
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;květen 2004;115.8481164453
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;duben 2004;113.4980080483
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;březen 2004;112.5651972482
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;únor 2004;110.1592384989
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;leden 2004;108.7036863321
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;prosinec 2003;107.9664476415
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;listopad 2003;106.4080043404
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;říjen 2003;104.9942847361
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;září 2003;105.3506138401
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;srpen 2003;105.2336860727
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červenec 2003;101.7214781114
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červen 2003;101.5089793063
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;květen 2003;101.4508047877
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;duben 2003;102.4136442667
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;březen 2003;103.7296095877
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;únor 2003;104.8365521058
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;leden 2003;106.5540602144
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;prosinec 2002;107.7170944634
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;listopad 2002;108.2307495259
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;říjen 2002;109.865483088
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;září 2002;112.9969849845
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;srpen 2002;113.3198432315
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červenec 2002;115.0007908435
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červen 2002;115.6174390491
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;květen 2002;119.0803762684
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;duben 2002;116.9128521118
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;březen 2002;115.9710896748
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;únor 2002;117.1162671848
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;leden 2002;113.336610121
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;prosinec 2001;113.1174675866
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;listopad 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;říjen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;září 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;srpen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červenec 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;květen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;duben 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;březen 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;únor 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;leden 2001;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;prosinec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;listopad 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;říjen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;září 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;srpen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červenec 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;červen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;květen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;duben 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;březen 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;únor 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba koksu a rafinovaných ropných produktů;leden 2000;
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2025;99.7776830435
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2025;99.095302042
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2025;100.3197634859
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2024;101.1679629877
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2024;100.9134880498
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2024;100.6971125957
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2024;99.7852694201
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2024;99.7307441098
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2024;100.2907853713
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2024;99.3750892487
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2024;98.4429463144
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2024;96.6246691364
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2024;94.72017927
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2024;93.7746035556
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2024;91.652314269
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2023;89.9676241951
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2023;88.7885822024
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2023;88.1443358538
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2023;88.7704484821
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2023;88.6717779678
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2023;88.2156732956
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2023;88.0076375422
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2023;88.6160724524
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2023;90.7678852453
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2023;92.0220298031
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2023;93.9165691891
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2023;95.8159971516
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2022;97.36392788
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2022;99.3819293454
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2022;100.6818136568
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2022;100.8323727043
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2022;101.7344448344
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2022;103.0946515032
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2022;103.8930017349
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2022;105.7816351747
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2022;106.9383991854
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2022;108.650855138
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2022;109.0957197778
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2022;108.8115402355
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2021;108.7918007996
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2021;109.5907938598
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2021;110.309368053
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2021;110.7500257693
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2021;110.1054084495
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2021;108.4407973843
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2021;107.5820547499
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2021;104.9788820484
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2021;100.6027251365
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2021;97.8206862364
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2021;96.5866508209
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2021;96.3001810928
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2020;95.7647182794
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2020;94.4210045723
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2020;92.7748888976
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2020;91.6921425456
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2020;92.7287378116
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2020;93.2225587142
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2020;93.9081005651
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2020;93.8752508201
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2020;96.0832377985
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2020;97.0883396651
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2020;97.5221453514
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2020;97.2906254066
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2019;97.3455590859
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2019;97.039033975
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2019;97.4052325514
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2019;98.0676048696
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2019;96.0541793284
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2019;96.091078009
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2019;96.5239514509
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2019;97.7359925277
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2019;98.0278444039
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2019;98.9299108741
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2019;99.1864683214
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2019;99.8969450866
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2018;100.8537305674
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2018;102.0035588841
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2018;103.7088519448
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2018;105.8081699842
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2018;108.9343550913
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2018;110.4964295813
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2018;110.9133035988
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2018;111.9686382283
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2018;114.2100978886
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2018;114.9979899645
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2018;116.6771299746
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2018;117.7514636599
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2017;119.0346545451
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2017;119.6316331797
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2017;119.849108207
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2017;117.6022917558
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2017;115.2876918036
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2017;114.0300007858
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2017;111.0944522902
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2017;108.2189118437
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2017;104.704974925
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2017;101.5358763228
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2017;97.9995489638
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2017;95.6730179295
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2016;92.9441703575
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2016;91.1075942645
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2016;88.7081835632
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2016;87.1260278
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2016;86.0498071192
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2016;85.380530789
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2016;86.6149561914
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2016;88.0005121041
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2016;89.1527689871
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2016;91.1051200902
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2016;93.359592274
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2016;94.5533452349
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2015;95.4925704623
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2015;96.2729257965
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2015;97.5737232469
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2015;100.0459237446
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2015;102.9799452534
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2015;104.394296603
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2015;106.2599379063
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2015;107.3014584038
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2015;107.3656871611
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2015;107.8628519971
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2015;107.8621562317
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2015;108.6686297652
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2014;109.5289239957
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2014;110.2643924552
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2014;110.5291691888
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2014;109.5143425843
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2014;107.4862307293
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2014;105.6736196055
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2014;103.3849724646
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2014;102.0144786982
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2014;101.9053148767
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2014;100.7637929024
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2014;99.4693435472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2014;98.2487353499
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2013;96.9256312156
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2013;96.1625598619
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2013;96.2326794731
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2013;97.9027790263
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2013;99.5622823991
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2013;101.3077116605
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2013;102.1618112481
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2013;101.9675052678
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2013;101.6921565271
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;březen 2013;102.1519003328
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;únor 2013;102.7643305739
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2013;103.2684027065
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;prosinec 2012;104.7862848984
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;listopad 2012;104.7813878578
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;říjen 2012;103.5334900917
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;září 2012;100.7624000603
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;srpen 2012;97.9467996452
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červenec 2012;96.8118588668
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;červen 2012;96.4345962591
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;květen 2012;96.062058264
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;duben 2012;96.0108455977
