Území;Čtvrtletí;Země;Ukazatel;value
Česko;4. čtvrtletí 2024;Nizozemsko;Pohyb zboží do ČR (meziroční index);108.4356535994
Česko;4. čtvrtletí 2024;Nizozemsko;Obrat pohybu zboží (meziroční index);105.1353936218
Česko;4. čtvrtletí 2024;Norfolk;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Norfolk;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Norfolk;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Norfolk;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Norfolk;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Norfolk;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Norfolk;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Norsko;Pohyb zboží z ČR (v mil. Kč, FOB);6361.877662
Česko;4. čtvrtletí 2024;Norsko;Pohyb zboží do ČR (v mil. Kč, CIF);9476.96631
Česko;4. čtvrtletí 2024;Norsko;Bilance - pohyb zboží (v mil. Kč);-3115.088648
Česko;4. čtvrtletí 2024;Norsko;Obrat - pohyb zboží (v mil. Kč);15838.843972
Česko;4. čtvrtletí 2024;Norsko;Pohyb zboží z ČR (meziroční index );109.8613698819
Česko;4. čtvrtletí 2024;Norsko;Pohyb zboží do ČR (meziroční index);49.4591058664
Česko;4. čtvrtletí 2024;Norsko;Obrat pohybu zboží (meziroční index);63.4771515194
Česko;4. čtvrtletí 2024;Nová Kaledonie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Nová Kaledonie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Nová Kaledonie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nová Kaledonie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nová Kaledonie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Nová Kaledonie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Nová Kaledonie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Nový Zéland;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Nový Zéland;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Nový Zéland;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nový Zéland;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Nový Zéland;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Nový Zéland;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Nový Zéland;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Okupované palestinské území;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Okupované palestinské území;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Okupované palestinské území;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Okupované palestinské území;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Okupované palestinské území;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Okupované palestinské území;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Okupované palestinské území;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Omán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Omán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Omán;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Omán;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Omán;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Omán;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Omán;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Ostrovy Turks a Caicos;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Ostrovy Turks a Caicos;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Ostrovy Turks a Caicos;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Ostrovy Turks a Caicos;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Ostrovy Turks a Caicos;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Ostrovy Turks a Caicos;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Ostrovy Turks a Caicos;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Pákistán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Pákistán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Pákistán;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Pákistán;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Pákistán;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Pákistán;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Pákistán;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Palau;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Palau;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Palau;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Palau;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Palau;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Palau;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Palau;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Panama;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Panama;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Panama;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Panama;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Panama;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Panama;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Panama;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Papua-Nová Guinea;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Papua-Nová Guinea;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Papua-Nová Guinea;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Papua-Nová Guinea;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Papua-Nová Guinea;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Papua-Nová Guinea;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Papua-Nová Guinea;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Paraguay;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Paraguay;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Paraguay;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Paraguay;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Paraguay;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Paraguay;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Paraguay;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Peru;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Peru;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Peru;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Peru;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Peru;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Peru;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Peru;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Pitcairn;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Pitcairn;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Pitcairn;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Pitcairn;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Pitcairn;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Pitcairn;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Pitcairn;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Pobřeží slonoviny;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Pobřeží slonoviny;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Pobřeží slonoviny;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Pobřeží slonoviny;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Pobřeží slonoviny;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Pobřeží slonoviny;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Pobřeží slonoviny;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Polsko;Pohyb zboží z ČR (v mil. Kč, FOB);123643.653519
Česko;4. čtvrtletí 2024;Polsko;Pohyb zboží do ČR (v mil. Kč, CIF);115333.798526
Česko;4. čtvrtletí 2024;Polsko;Bilance - pohyb zboží (v mil. Kč);8309.854993
Česko;4. čtvrtletí 2024;Polsko;Obrat - pohyb zboží (v mil. Kč);238977.452045
Česko;4. čtvrtletí 2024;Polsko;Pohyb zboží z ČR (meziroční index );109.8110940506
Česko;4. čtvrtletí 2024;Polsko;Pohyb zboží do ČR (meziroční index);111.3490703528
Česko;4. čtvrtletí 2024;Polsko;Obrat pohybu zboží (meziroční index);110.5480026385
Česko;4. čtvrtletí 2024;Portugalsko;Pohyb zboží z ČR (v mil. Kč, FOB);6848.698482
Česko;4. čtvrtletí 2024;Portugalsko;Pohyb zboží do ČR (v mil. Kč, CIF);5186.63964
Česko;4. čtvrtletí 2024;Portugalsko;Bilance - pohyb zboží (v mil. Kč);1662.058842
Česko;4. čtvrtletí 2024;Portugalsko;Obrat - pohyb zboží (v mil. Kč);12035.338122
Česko;4. čtvrtletí 2024;Portugalsko;Pohyb zboží z ČR (meziroční index );130.2031643977
Česko;4. čtvrtletí 2024;Portugalsko;Pohyb zboží do ČR (meziroční index);105.2770494953
Česko;4. čtvrtletí 2024;Portugalsko;Obrat pohybu zboží (meziroční index);118.1479520454
Česko;4. čtvrtletí 2024;Rakousko;Pohyb zboží z ČR (v mil. Kč, FOB);62537.198928
Česko;4. čtvrtletí 2024;Rakousko;Pohyb zboží do ČR (v mil. Kč, CIF);35379.874466
Česko;4. čtvrtletí 2024;Rakousko;Bilance - pohyb zboží (v mil. Kč);27157.324462
Česko;4. čtvrtletí 2024;Rakousko;Obrat - pohyb zboží (v mil. Kč);97917.073394
Česko;4. čtvrtletí 2024;Rakousko;Pohyb zboží z ČR (meziroční index );107.2111422783
Česko;4. čtvrtletí 2024;Rakousko;Pohyb zboží do ČR (meziroční index);109.4724737467
Česko;4. čtvrtletí 2024;Rakousko;Obrat pohybu zboží (meziroční index);108.0173569625
Česko;4. čtvrtletí 2024;Rezervy a zásoby;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Rezervy a zásoby;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Rezervy a zásoby;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rezervy a zásoby;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rezervy a zásoby;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Rezervy a zásoby;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Rezervy a zásoby;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Rovníková Guinea;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Rovníková Guinea;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Rovníková Guinea;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rovníková Guinea;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rovníková Guinea;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Rovníková Guinea;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Rovníková Guinea;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Rumunsko;Pohyb zboží z ČR (v mil. Kč, FOB);23848.67611
Česko;4. čtvrtletí 2024;Rumunsko;Pohyb zboží do ČR (v mil. Kč, CIF);19351.176474
Česko;4. čtvrtletí 2024;Rumunsko;Bilance - pohyb zboží (v mil. Kč);4497.499636
Česko;4. čtvrtletí 2024;Rumunsko;Obrat - pohyb zboží (v mil. Kč);43199.852584
Česko;4. čtvrtletí 2024;Rumunsko;Pohyb zboží z ČR (meziroční index );101.6882963904
Česko;4. čtvrtletí 2024;Rumunsko;Pohyb zboží do ČR (meziroční index);106.1167129148
Česko;4. čtvrtletí 2024;Rumunsko;Obrat pohybu zboží (meziroční index);103.6254143276
Česko;4. čtvrtletí 2024;Ruská federace;Pohyb zboží z ČR (v mil. Kč, FOB);3888.76137
Česko;4. čtvrtletí 2024;Ruská federace;Pohyb zboží do ČR (v mil. Kč, CIF);27879.319512
Česko;4. čtvrtletí 2024;Ruská federace;Bilance - pohyb zboží (v mil. Kč);-23990.558142
Česko;4. čtvrtletí 2024;Ruská federace;Obrat - pohyb zboží (v mil. Kč);31768.080882
Česko;4. čtvrtletí 2024;Ruská federace;Pohyb zboží z ČR (meziroční index );96.069433876
Česko;4. čtvrtletí 2024;Ruská federace;Pohyb zboží do ČR (meziroční index);122.417262824
Česko;4. čtvrtletí 2024;Ruská federace;Obrat pohybu zboží (meziroční index);118.4409388712
Česko;4. čtvrtletí 2024;Rwanda;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Rwanda;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Rwanda;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rwanda;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Rwanda;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Rwanda;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Rwanda;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Řecko;Pohyb zboží z ČR (v mil. Kč, FOB);4153.770698
Česko;4. čtvrtletí 2024;Řecko;Pohyb zboží do ČR (v mil. Kč, CIF);3693.878275
Česko;4. čtvrtletí 2024;Řecko;Bilance - pohyb zboží (v mil. Kč);459.892423
Česko;4. čtvrtletí 2024;Řecko;Obrat - pohyb zboží (v mil. Kč);7847.648973
Česko;4. čtvrtletí 2024;Řecko;Pohyb zboží z ČR (meziroční index );93.4121719575
Česko;4. čtvrtletí 2024;Řecko;Pohyb zboží do ČR (meziroční index);103.4389298749
Česko;4. čtvrtletí 2024;Řecko;Obrat pohybu zboží (meziroční index);97.8780281436
Česko;4. čtvrtletí 2024;Saint-Pierre a Miquelon;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Saint-Pierre a Miquelon;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Saint-Pierre a Miquelon;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Saint-Pierre a Miquelon;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Saint-Pierre a Miquelon;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Saint-Pierre a Miquelon;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Saint-Pierre a Miquelon;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Salvador;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Salvador;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Salvador;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Salvador;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Salvador;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Salvador;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Salvador;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Samoa;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Samoa;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Samoa;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Samoa;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Samoa;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Samoa;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Samoa;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;San Marino;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;San Marino;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;San Marino;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;San Marino;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;San Marino;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;San Marino;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;San Marino;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Saúdská Arábie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Saúdská Arábie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Saúdská Arábie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Saúdská Arábie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Saúdská Arábie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Saúdská Arábie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Saúdská Arábie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Senegal;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Senegal;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Senegal;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Senegal;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Senegal;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Senegal;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Senegal;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Severní Makedonie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Severní Makedonie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Severní Makedonie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Severní Makedonie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Severní Makedonie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Severní Makedonie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Severní Makedonie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Severní Mariany;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Severní Mariany;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Severní Mariany;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Severní Mariany;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Severní Mariany;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Severní Mariany;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Severní Mariany;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Seychely;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Seychely;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Seychely;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Seychely;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Seychely;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Seychely;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Seychely;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Sierra Leone;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Sierra Leone;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Sierra Leone;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Sierra Leone;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Sierra Leone;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Sierra Leone;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Sierra Leone;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Singapur;Pohyb zboží z ČR (v mil. Kč, FOB);5675.803867
Česko;4. čtvrtletí 2024;Singapur;Pohyb zboží do ČR (v mil. Kč, CIF);1801.530689
Česko;4. čtvrtletí 2024;Singapur;Bilance - pohyb zboží (v mil. Kč);3874.273178
Česko;4. čtvrtletí 2024;Singapur;Obrat - pohyb zboží (v mil. Kč);7477.334556
Česko;4. čtvrtletí 2024;Singapur;Pohyb zboží z ČR (meziroční index );207.2574718275
Česko;4. čtvrtletí 2024;Singapur;Pohyb zboží do ČR (meziroční index);112.665686618
Česko;4. čtvrtletí 2024;Singapur;Obrat pohybu zboží (meziroční index);172.386779996
Česko;4. čtvrtletí 2024;Sint Maarten (nizozemská část);Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Sint Maarten (nizozemská část);Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Sint Maarten (nizozemská část);Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Sint Maarten (nizozemská část);Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Sint Maarten (nizozemská část);Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Sint Maarten (nizozemská část);Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Sint Maarten (nizozemská část);Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Sjednocená republika Tanzanie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;4. čtvrtletí 2024;Sjednocená republika Tanzanie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;4. čtvrtletí 2024;Sjednocená republika Tanzanie;Bilance - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Sjednocená republika Tanzanie;Obrat - pohyb zboží (v mil. Kč);
Česko;4. čtvrtletí 2024;Sjednocená republika Tanzanie;Pohyb zboží z ČR (meziroční index );
Česko;4. čtvrtletí 2024;Sjednocená republika Tanzanie;Pohyb zboží do ČR (meziroční index);
Česko;4. čtvrtletí 2024;Sjednocená republika Tanzanie;Obrat pohybu zboží (meziroční index);
Česko;4. čtvrtletí 2024;Slovensko;Pohyb zboží z ČR (v mil. Kč, FOB);121989.864935
Česko;4. čtvrtletí 2024;Slovensko;Pohyb zboží do ČR (v mil. Kč, CIF);69186.363741
Česko;4. čtvrtletí 2024;Slovensko;Bilance - pohyb zboží (v mil. Kč);52803.501194
Česko;4. čtvrtletí 2024;Slovensko;Obrat - pohyb zboží (v mil. Kč);191176.228676
Česko;4. čtvrtletí 2024;Slovensko;Pohyb zboží z ČR (meziroční index );100.0113644165
Česko;4. čtvrtletí 2024;Slovensko;Pohyb zboží do ČR (meziroční index);116.2999247625
Česko;4. čtvrtletí 2024;Slovensko;Obrat pohybu zboží (meziroční index);105.3512192318
Česko;4. čtvrtletí 2024;Slovinsko;Pohyb zboží z ČR (v mil. Kč, FOB);7683.33593
Česko;4. čtvrtletí 2024;Slovinsko;Pohyb zboží do ČR (v mil. Kč, CIF);6573.043151
