Území,Ukazatel,Typ indexu,Očištění,Typ tržeb,Vybraná průmyslová činnost,Měsíce,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2017,97.5239287478
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2017,106.8587071842
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2017,93.2544886549
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2017,97.8843604267
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2017,95.4736263984
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2017,96.4710868827
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2017,90.6681793686
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2017,97.0468271877
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2017,106.3277979625
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2017,108.663488471
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2016,103.2218793531
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2016,104.4349918602
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2016,110.8738142675
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2016,107.1011542272
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2016,109.2742173305
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2016,91.5010633242
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2016,115.889803833
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2016,101.0425164934
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2016,105.2546752281
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2016,103.2168870804
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2016,94.1648717708
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2016,90.2444512734
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2015,83.466241503
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2015,83.8627756937
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2015,98.7846841941
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2015,83.8874750938
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2015,105.6716090706
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2015,95.3277468022
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2015,99.8316244652
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2015,101.7030270565
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2015,108.2899106602
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2015,101.6815444252
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2015,102.3418016457
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2015,108.6076067894
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2014,116.2106902895
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2014,120.88219374
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2014,88.0193842656
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2014,119.1254883596
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2014,94.6835684305
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2014,111.717613014
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2014,111.6599363363
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2014,101.7615984038
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2014,97.7532625594
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2014,108.3751482502
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2014,124.3064559938
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2014,95.1663314078
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2013,111.8887550442
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2013,97.0471559824
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2013,113.5968005531
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2013,115.9588388978
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2013,98.1313740088
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2013,110.6802646794
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2013,88.413288967
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2013,101.9888096919
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2013,111.3026002803
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2013,103.0131902164
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2013,79.9480988416
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2013,105.7059294779
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2012,92.9360398671
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2012,94.6300749633
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2012,97.3010935281
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2012,88.1205475825
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2012,105.2250912264
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2012,102.7168337844
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2012,84.9483812544
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2012,93.6163876356
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2012,92.0336829709
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2012,93.8809316033
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2012,106.5442180859
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2012,100.6282237956
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2011,110.837130251
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2011,104.0272511368
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2011,107.1095729884
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2011,100.0830711398
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2011,102.3030860134
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2011,92.7885255894
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2011,121.0345222264
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2011,130.1516597013
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2011,115.6314444489
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2011,122.4729816542
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2011,119.2554218837
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2011,123.2116680131
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2010,96.3367944079
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2010,116.8736980796
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2010,111.9862454452
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2010,100.2223823876
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2010,119.5653444012
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2010,101.6644466323
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2010,95.3710235825
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2010,84.9276258104
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2010,91.4685087106
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2010,84.8575047078
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2010,80.4956157468
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2010,80.1237729023
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2009,148.0066256753
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2009,120.2948767369
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2009,102.7100227943
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2009,121.4171270813
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2009,107.0573343453
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2009,117.6240377087
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2009,119.6370190051
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2009,118.2584532593
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2009,104.0927683962
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2009,126.6630400797
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2009,110.9115389071
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2009,119.1878647305
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2008,111.1927521401
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2008,96.2268171357
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2008,101.0409423384
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2008,108.5244449674
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2008,101.9858618415
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2008,115.8280754105
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2008,117.157878504
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2008,115.7079235273
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2008,122.9650473439
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2008,103.166906933
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2008,125.7851423186
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2008,109.4064794405
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2007,103.4191222198
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2007,108.3564974117
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2007,112.1619532712
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2007,105.3189401501
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2007,108.2051783947
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2007,110.2894584531
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2007,107.1695109401
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2007,103.5603161438
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2007,111.2984986881
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2007,111.0912972885
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2007,113.7530782432
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2007,108.3245924937
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2006,104.0547675208
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2006,93.9672412697
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2006,118.8223917975
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2006,115.3552151693
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2006,114.5765221565
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2006,111.6619580425
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2006,110.6468453151
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2006,109.0342671922
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2006,107.116743252
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2006,116.7617498779
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2006,113.2926306687
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2006,111.7502638866
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2005,99.7509983977
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2005,110.2764519945
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2005,91.5921098276
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2005,96.4699177792
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2005,95.7652689757
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2005,88.3224840502
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2005,97.5555663749
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2005,94.7261052868
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2005,94.1818077776
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2005,94.6245248166
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2005,92.4870501809
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2005,108.8095212112
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2004,96.5532635444
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2004,125.5141399821
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2004,136.5580479299
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2004,114.0574239863
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2004,126.0278141487
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2004,125.3053667421
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2004,131.0386789536
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2004,132.1779738799
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2004,111.8678942632
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2004,130.8808425304
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2004,134.9199053689
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2004,110.9672649809
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2003,100.0846682689
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2003,69.7830914675
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,říjen 2003,78.1517802617
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,září 2003,104.1070699078
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,srpen 2003,99.754002513
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červenec 2003,103.0551447722
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,červen 2003,101.2603972701
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,květen 2003,104.8332704782
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,duben 2003,114.6152675985
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,březen 2003,103.5198516054
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,únor 2003,95.114689926
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,leden 2003,103.4752428898
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,prosinec 2002,165.9460995261
Česko,Tržby z průmyslové činnosti (běžné ceny),Meziroční index,Bez očištění,Celkem,33 Opravy a instalace strojů a zařízení,listopad 2002,164.1731730114
