Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Čtvrtletí;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;4. čtvrtletí 2020;89.6431785829
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;1. čtvrtletí 2021;109.0311291394
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2. čtvrtletí 2021;130.2797644838
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;3. čtvrtletí 2021;101.2300778733
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;4. čtvrtletí 2021;103.7600793296
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;1. čtvrtletí 2022;102.6578725744
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2. čtvrtletí 2022;99.3894283705
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;3. čtvrtletí 2022;99.9364724111
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;4. čtvrtletí 2022;93.3998404248
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;1. čtvrtletí 2023;91.5808039431
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2. čtvrtletí 2023;96.4831422433
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;3. čtvrtletí 2023;92.8955274173
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;4. čtvrtletí 2023;100.900463428
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;1. čtvrtletí 2024;101.8137074421
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;2. čtvrtletí 2024;94.4766605991
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;3. čtvrtletí 2024;95.8610721651
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;4. čtvrtletí 2024;96.580449691
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.3 Obchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů;1. čtvrtletí 2025;98.6261754143
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2000;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2001;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2001;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2001;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2001;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2002;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2002;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2002;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2002;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2003;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2003;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2003;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2003;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2004;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2004;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2004;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2004;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2005;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2005;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2005;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2005;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2006;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2006;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2006;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2006;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2007;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2007;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2007;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2007;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2008;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2009;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2010;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2011;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2012;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2013;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2014;
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2015;111.9877902405
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2015;115.5754091544
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2015;111.3589658124
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2015;113.6916810115
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2016;116.1451243894
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2016;111.8873579766
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2016;110.0397501797
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2016;102.420346704
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2017;106.4219883726
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2017;103.2184902035
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2017;97.1203142816
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2017;100.7307498611
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2018;96.4343878548
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2018;107.836945398
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2018;106.8673438543
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2018;114.4183949026
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2019;107.7008668532
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2019;104.4030982737
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2019;116.0533461907
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2019;95.9859679311
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2020;86.6185147572
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2020;100.3730335264
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2020;106.2965517795
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2020;105.0141887553
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2021;110.1533085158
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2021;103.6396051785
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2021;102.7092901149
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2021;112.8768707112
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2022;111.7365439131
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2022;96.2119863024
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2022;92.8702371524
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2022;89.1798485897
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2023;93.3086531915
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2023;90.6648714936
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2023;93.0627556442
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2023;93.1446481115
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;1. čtvrtletí 2024;103.7499360287
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;2. čtvrtletí 2024;103.4365412848
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;3. čtvrtletí 2024;101.3807954754
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45.4 Obchod, opravy a údržba motocyklů, jejich dílů a příslušenství;4. čtvrtletí 2024;97.985095302
