Území;Ukazatel;Typ indexu;Očištění;Typ ceny;Odvětví (NACE);Čtvrtletí;value
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2001;108.7035343744
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2001;106.218615947
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2001;110.1681912447
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2001;110.9406481569
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2002;106.1971130731
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2002;102.0759255902
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2002;98.3156918256
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2002;102.280578752
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2003;100.5651367452
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2003;105.3414584294
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2003;108.9484694963
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2003;102.8060846524
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2004;99.0302066817
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2004;101.8120800993
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2004;102.8151838005
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2004;104.1037120307
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2005;110.9365839278
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2005;112.5108500961
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2005;107.2811160147
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2005;106.3674671851
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2006;111.7698176188
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2006;112.3509265123
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2006;112.4453947894
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2006;114.1793380758
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2007;115.948742697
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2007;113.2202603892
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2007;111.1394854498
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2007;112.9385298917
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2008;106.5151269315
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2008;104.3112502724
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2008;101.4299543896
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2008;94.5130918242
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2009;91.3171038847
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2009;89.4145223758
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2009;91.7561633601
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2009;92.9004421391
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2010;101.0717467929
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2010;104.5204416596
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2010;103.8882865534
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2010;103.8485924842
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2011;108.5052160879
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2011;100.315671744
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2011;102.6216023116
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2011;103.1435704522
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2012;100.867944901
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2012;98.5901993749
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2012;99.3603160342
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2012;95.3574374404
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2013;95.916202426
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2013;103.1223574303
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2013;103.0825928735
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2013;110.0317947379
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2014;112.0408428277
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2014;105.8144220328
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2014;110.5749181593
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2014;110.9293635776
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2015;110.6784860574
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2015;112.4067177379
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2015;110.0922446213
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2015;111.6674887228
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;1. čtvrtletí 2016;109.1303363698
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;2. čtvrtletí 2016;108.4120521205
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;3. čtvrtletí 2016;106.4728838416
Česko;Index tržeb bez DPH  (%);Meziroční index;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Stálé ceny;45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot;4. čtvrtletí 2016;104.9293247989
