Stát;Ukazatel;Čtvrtletí;value
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 2006;5496.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 2006;6117.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 2006;5473.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 2006;3534.0
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 2005;4305.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 2005;5186.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 2005;4695.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 2005;3393.0
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 2004;4372.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 2004;4792.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 2004;4994.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 2004;3327.0
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 2003;4161.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 2003;5720.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 2003;4572.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 2003;2797.0
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 2002;3216.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 2002;3930.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 2002;4081.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 2002;2432.0
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 2001;2876.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 2001;3828.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 2001;4003.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 2001;2188.0
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 2000;2986.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 2000;3540.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 2000;3355.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 2000;2296.0
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 1999;2700.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 1999;3508.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 1999;3594.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 1999;2687.0
Česko;Zahájené byty v nových rodinných domech;4. čtvrtletí 1998;2881.0
Česko;Zahájené byty v nových rodinných domech;3. čtvrtletí 1998;4010.0
Česko;Zahájené byty v nových rodinných domech;2. čtvrtletí 1998;4926.0
Česko;Zahájené byty v nových rodinných domech;1. čtvrtletí 1998;3116.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2025;4095.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2024;4548.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2024;4885.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2024;4081.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2024;3565.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2023;3393.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2023;4014.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2023;2795.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2023;3366.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2022;4306.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2022;3220.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2022;4484.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2022;3179.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2021;4058.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2021;5692.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2021;4491.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2021;2857.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2020;2102.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2020;1827.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2020;2567.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2020;2930.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2019;3015.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2019;3485.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2019;2618.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2019;3373.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2018;1985.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2018;1537.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2018;1916.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2018;1842.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2017;2023.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2017;1643.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2017;1990.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2017;1588.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2016;2133.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2016;1290.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2016;1329.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2016;1118.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2015;1727.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2015;1577.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2015;2513.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2015;1031.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2014;1690.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2014;1536.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2014;2052.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2014;1379.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2013;1288.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2013;1184.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2013;1234.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2013;1151.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2012;666.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2012;531.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2012;644.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2012;2181.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2011;1034.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2011;980.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2011;1135.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2011;1864.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2010;1255.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2010;1114.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2010;1906.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2010;1523.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2009;1719.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2009;4080.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2009;2905.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2009;2341.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2008;2606.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2008;3753.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2008;3986.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2008;3379.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2007;4713.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2007;4903.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2007;2813.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2007;2854.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2006;4251.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2006;3644.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2006;3186.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2006;3460.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2005;3860.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2005;4336.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2005;2307.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2005;3071.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2004;3282.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2004;2534.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2004;3828.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2004;2257.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2003;2719.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2003;2315.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2003;1963.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2003;3046.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2002;3060.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2002;2473.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2002;1471.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2002;3242.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2001;1810.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2001;1256.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2001;1939.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2001;1271.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 2000;2882.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 2000;2125.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 2000;884.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 2000;1206.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 1999;2062.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 1999;1786.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 1999;2425.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 1999;919.0
Česko;Zahájené byty v nových bytových domech;4. čtvrtletí 1998;2297.0
Česko;Zahájené byty v nových bytových domech;3. čtvrtletí 1998;2336.0
Česko;Zahájené byty v nových bytových domech;2. čtvrtletí 1998;1695.0
Česko;Zahájené byty v nových bytových domech;1. čtvrtletí 1998;1633.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2025;288.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2024;458.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2024;698.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2024;350.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2024;301.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2023;383.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2023;455.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2023;596.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2023;483.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2022;593.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2022;513.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2022;429.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2022;483.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2021;552.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2021;376.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2021;493.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2021;255.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2020;320.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2020;267.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2020;420.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2020;306.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2019;420.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2019;341.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2019;342.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2019;287.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2018;845.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2018;367.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2018;358.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2018;302.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2017;484.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2017;265.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2017;319.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2017;257.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2016;419.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2016;370.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2016;414.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2016;337.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2015;331.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2015;441.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2015;407.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2015;456.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2014;418.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2014;394.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2014;256.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2014;498.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2013;226.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2013;335.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2013;257.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2013;282.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2012;327.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2012;265.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2012;295.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2012;390.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2011;233.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2011;286.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2011;358.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2011;298.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2010;325.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2010;573.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2010;406.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2010;260.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2009;491.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2009;635.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2009;367.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2009;965.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2008;458.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2008;405.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2008;604.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2008;405.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2007;923.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2007;360.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2007;413.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2007;470.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2006;608.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2006;373.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2006;715.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2006;486.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2005;636.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2005;568.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2005;268.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2005;460.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2004;174.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2004;422.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2004;355.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2004;367.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2003;440.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2003;349.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2003;191.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2003;187.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2002;426.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2002;328.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2002;243.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2002;228.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2001;451.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2001;282.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2001;362.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2001;289.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 2000;496.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 2000;379.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 2000;274.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 2000;304.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 1999;309.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 1999;319.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 1999;304.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 1999;315.0
Česko;Zahájené byty v nebytových budovách;4. čtvrtletí 1998;196.0
Česko;Zahájené byty v nebytových budovách;3. čtvrtletí 1998;120.0
Česko;Zahájené byty v nebytových budovách;2. čtvrtletí 1998;149.0
Česko;Zahájené byty v nebytových budovách;1. čtvrtletí 1998;128.0
Česko;Dokončené byty;1. čtvrtletí 2025;6642.0
Česko;Dokončené byty;4. čtvrtletí 2024;6019.0
Česko;Dokončené byty;3. čtvrtletí 2024;6702.0
Česko;Dokončené byty;2. čtvrtletí 2024;9517.0
Česko;Dokončené byty;1. čtvrtletí 2024;8029.0
Česko;Dokončené byty;4. čtvrtletí 2023;12116.0
Česko;Dokončené byty;3. čtvrtletí 2023;8063.0
Česko;Dokončené byty;2. čtvrtletí 2023;9678.0
Česko;Dokončené byty;1. čtvrtletí 2023;8150.0
Česko;Dokončené byty;4. čtvrtletí 2022;12495.0
Česko;Dokončené byty;3. čtvrtletí 2022;9519.0
Česko;Dokončené byty;2. čtvrtletí 2022;8286.0
Česko;Dokončené byty;1. čtvrtletí 2022;9098.0
Česko;Dokončené byty;4. čtvrtletí 2021;10315.0
Česko;Dokončené byty;3. čtvrtletí 2021;7301.0
Česko;Dokončené byty;2. čtvrtletí 2021;7946.0
Česko;Dokončené byty;1. čtvrtletí 2021;9019.0
Česko;Dokončené byty;4. čtvrtletí 2020;11110.0
Česko;Dokončené byty;3. čtvrtletí 2020;8045.0
Česko;Dokončené byty;2. čtvrtletí 2020;7225.0
Česko;Dokončené byty;1. čtvrtletí 2020;8032.0
Česko;Dokončené byty;4. čtvrtletí 2019;10661.0
Česko;Dokončené byty;3. čtvrtletí 2019;9317.0
Česko;Dokončené byty;2. čtvrtletí 2019;8322.0
Česko;Dokončené byty;1. čtvrtletí 2019;8106.0
Česko;Dokončené byty;4. čtvrtletí 2018;10583.0
Česko;Dokončené byty;3. čtvrtletí 2018;8369.0
Česko;Dokončené byty;2. čtvrtletí 2018;8002.0
Česko;Dokončené byty;1. čtvrtletí 2018;6896.0
Česko;Dokončené byty;4. čtvrtletí 2017;8794.0
Česko;Dokončené byty;3. čtvrtletí 2017;6983.0
Česko;Dokončené byty;2. čtvrtletí 2017;6982.0
Česko;Dokončené byty;1. čtvrtletí 2017;5810.0
Česko;Dokončené byty;4. čtvrtletí 2016;8953.0
Česko;Dokončené byty;3. čtvrtletí 2016;6131.0
Česko;Dokončené byty;2. čtvrtletí 2016;6061.0
Česko;Dokončené byty;1. čtvrtletí 2016;6177.0
Česko;Dokončené byty;4. čtvrtletí 2015;7258.0
Česko;Dokončené byty;3. čtvrtletí 2015;6069.0
Česko;Dokončené byty;2. čtvrtletí 2015;5548.0
Česko;Dokončené byty;1. čtvrtletí 2015;6220.0
Česko;Dokončené byty;4. čtvrtletí 2014;7061.0
Česko;Dokončené byty;3. čtvrtletí 2014;6288.0
Česko;Dokončené byty;2. čtvrtletí 2014;4647.0
Česko;Dokončené byty;1. čtvrtletí 2014;5958.0
Česko;Dokončené byty;4. čtvrtletí 2013;7337.0
Česko;Dokončené byty;3. čtvrtletí 2013;6150.0
Česko;Dokončené byty;2. čtvrtletí 2013;5310.0
Česko;Dokončené byty;1. čtvrtletí 2013;6441.0
Česko;Dokončené byty;4. čtvrtletí 2012;9513.0
Česko;Dokončené byty;3. čtvrtletí 2012;6905.0
Česko;Dokončené byty;2. čtvrtletí 2012;6819.0
Česko;Dokončené byty;1. čtvrtletí 2012;6230.0
Česko;Dokončené byty;4. čtvrtletí 2011;10509.0
Česko;Dokončené byty;3. čtvrtletí 2011;6616.0
Česko;Dokončené byty;2. čtvrtletí 2011;5393.0
Česko;Dokončené byty;1. čtvrtletí 2011;6112.0
Česko;Dokončené byty;4. čtvrtletí 2010;12907.0
Česko;Dokončené byty;3. čtvrtletí 2010;7415.0
Česko;Dokončené byty;2. čtvrtletí 2010;6921.0
Česko;Dokončené byty;1. čtvrtletí 2010;9199.0
Česko;Dokončené byty;4. čtvrtletí 2009;12669.0
Česko;Dokončené byty;3. čtvrtletí 2009;8720.0
Česko;Dokončené byty;2. čtvrtletí 2009;7770.0
Česko;Dokončené byty;1. čtvrtletí 2009;9314.0
Česko;Dokončené byty;4. čtvrtletí 2008;12397.0
Česko;Dokončené byty;3. čtvrtletí 2008;9559.0
Česko;Dokončené byty;2. čtvrtletí 2008;7357.0
Česko;Dokončené byty;1. čtvrtletí 2008;9070.0
Česko;Dokončené byty;4. čtvrtletí 2007;17823.0
Česko;Dokončené byty;3. čtvrtletí 2007;8731.0
Česko;Dokončené byty;2. čtvrtletí 2007;6758.0
Česko;Dokončené byty;1. čtvrtletí 2007;8337.0
Česko;Dokončené byty;4. čtvrtletí 2006;12024.0
Česko;Dokončené byty;3. čtvrtletí 2006;6049.0
Česko;Dokončené byty;2. čtvrtletí 2006;5188.0
Česko;Dokončené byty;1. čtvrtletí 2006;6929.0
Česko;Dokončené byty;4. čtvrtletí 2005;11868.0
Česko;Dokončené byty;3. čtvrtletí 2005;8457.0
Česko;Dokončené byty;2. čtvrtletí 2005;6068.0
Česko;Dokončené byty;1. čtvrtletí 2005;6452.0
Česko;Dokončené byty;4. čtvrtletí 2004;12336.0
Česko;Dokončené byty;3. čtvrtletí 2004;7845.0
Česko;Dokončené byty;2. čtvrtletí 2004;5988.0
Česko;Dokončené byty;1. čtvrtletí 2004;6099.0
Česko;Dokončené byty;4. čtvrtletí 2003;10274.0
Česko;Dokončené byty;3. čtvrtletí 2003;7072.0
Česko;Dokončené byty;2. čtvrtletí 2003;4764.0
Česko;Dokončené byty;1. čtvrtletí 2003;5017.0
Česko;Dokončené byty;4. čtvrtletí 2002;9915.0
Česko;Dokončené byty;3. čtvrtletí 2002;5798.0
Česko;Dokončené byty;2. čtvrtletí 2002;5047.0
Česko;Dokončené byty;1. čtvrtletí 2002;6531.0
Česko;Dokončené byty;4. čtvrtletí 2001;9264.0
Česko;Dokončené byty;3. čtvrtletí 2001;5956.0
Česko;Dokončené byty;2. čtvrtletí 2001;4505.0
Česko;Dokončené byty;1. čtvrtletí 2001;5034.0
Česko;Dokončené byty;4. čtvrtletí 2000;10044.0
Česko;Dokončené byty;3. čtvrtletí 2000;5420.0
Česko;Dokončené byty;2. čtvrtletí 2000;4222.0
Česko;Dokončené byty;1. čtvrtletí 2000;5521.0
Česko;Dokončené byty;4. čtvrtletí 1999;8733.0
Česko;Dokončené byty;3. čtvrtletí 1999;6029.0
Česko;Dokončené byty;2. čtvrtletí 1999;3872.0
Česko;Dokončené byty;1. čtvrtletí 1999;5100.0
Česko;Dokončené byty;4. čtvrtletí 1998;9366.0
Česko;Dokončené byty;3. čtvrtletí 1998;5312.0
Česko;Dokončené byty;2. čtvrtletí 1998;3638.0
Česko;Dokončené byty;1. čtvrtletí 1998;3867.0
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2025;6090.0
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2024;5205.0
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2024;6001.0
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2024;8501.0
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2024;6970.0
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2023;10929.0
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2023;7059.0
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2023;8680.0
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2023;7159.0
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2022;10760.0
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2022;8534.0
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2022;7185.0
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2022;8152.0
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2021;8864.0
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2021;6535.0
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2021;6893.0
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2021;7951.0
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2020;9854.0
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2020;7026.0
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2020;6307.0
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2020;7188.0
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2019;9426.0
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2019;8407.0
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2019;7507.0
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2019;7000.0
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2018;9351.0
Česko;Dokončené byty - nová výstavba;3. čtvrtletí 2018;7488.0
Česko;Dokončené byty - nová výstavba;2. čtvrtletí 2018;6933.0
Česko;Dokončené byty - nová výstavba;1. čtvrtletí 2018;6134.0
Česko;Dokončené byty - nová výstavba;4. čtvrtletí 2017;
