Stát;Ukazatel;Kumulace měsíců;value
Česko;Dokončené byty - nová výstavba;01-02 2023;5001.0
Česko;Dokončené byty - nová výstavba;01 2023;2637.0
Česko;Dokončené byty - nová výstavba;01-12 2022;34631.0
Česko;Dokončené byty - nová výstavba;01-11 2022;30483.0
Česko;Dokončené byty - nová výstavba;01-10 2022;26903.0
Česko;Dokončené byty - nová výstavba;01-09 2022;23871.0
Česko;Dokončené byty - nová výstavba;01-08 2022;20927.0
Česko;Dokončené byty - nová výstavba;01-07 2022;17760.0
Česko;Dokončené byty - nová výstavba;01-06 2022;15337.0
Česko;Dokončené byty - nová výstavba;01-05 2022;13262.0
Česko;Dokončené byty - nová výstavba;01-04 2022;10714.0
Česko;Dokončené byty - nová výstavba;01-03 2022;8152.0
Česko;Dokončené byty - nová výstavba;01-02 2022;5147.0
Česko;Dokončené byty - nová výstavba;01 2022;3071.0
Česko;Dokončené byty - nová výstavba;01-12 2021;30243.0
Česko;Dokončené byty - nová výstavba;01-11 2021;27179.0
Česko;Dokončené byty - nová výstavba;01-10 2021;24373.0
Česko;Dokončené byty - nová výstavba;01-09 2021;21379.0
Česko;Dokončené byty - nová výstavba;01-08 2021;19432.0
Česko;Dokončené byty - nová výstavba;01-07 2021;17392.0
Česko;Dokončené byty - nová výstavba;01-06 2021;14844.0
Česko;Dokončené byty - nová výstavba;01-05 2021;12873.0
Česko;Dokončené byty - nová výstavba;01-04 2021;10400.0
Česko;Dokončené byty - nová výstavba;01-03 2021;7951.0
Česko;Dokončené byty - nová výstavba;01-02 2021;4917.0
Česko;Dokončené byty - nová výstavba;01 2021;2693.0
Česko;Dokončené byty - nová výstavba;01-12 2020;30375.0
Česko;Dokončené byty - nová výstavba;01-11 2020;26477.0
Česko;Dokončené byty - nová výstavba;01-10 2020;23072.0
Česko;Dokončené byty - nová výstavba;01-09 2020;20521.0
Česko;Dokončené byty - nová výstavba;01-08 2020;18386.0
Česko;Dokončené byty - nová výstavba;01-07 2020;15720.0
Česko;Dokončené byty - nová výstavba;01-06 2020;13495.0
Česko;Dokončené byty - nová výstavba;01-05 2020;11329.0
Česko;Dokončené byty - nová výstavba;01-04 2020;8791.0
Česko;Dokončené byty - nová výstavba;01-03 2020;7188.0
Česko;Dokončené byty - nová výstavba;01-02 2020;5121.0
Česko;Dokončené byty - nová výstavba;01 2020;2365.0
Česko;Dokončené byty - nová výstavba;01-12 2019;32340.0
Česko;Dokončené byty - nová výstavba;01-11 2019;28658.0
Česko;Dokončené byty - nová výstavba;01-10 2019;25583.0
Česko;Dokončené byty - nová výstavba;01-09 2019;22914.0
Česko;Dokončené byty - nová výstavba;01-08 2019;19875.0
Česko;Dokončené byty - nová výstavba;01-07 2019;17059.0
Česko;Dokončené byty - nová výstavba;01-06 2019;14507.0
Česko;Dokončené byty - nová výstavba;01-05 2019;11752.0
Česko;Dokončené byty - nová výstavba;01-04 2019;9490.0
Česko;Dokončené byty - nová výstavba;01-03 2019;7000.0
Česko;Dokončené byty - nová výstavba;01-02 2019;4880.0
Česko;Dokončené byty - nová výstavba;01 2019;2370.0
Česko;Dokončené byty - nová výstavba;01-12 2018;29906.0
Česko;Dokončené byty - nová výstavba;01-11 2018;26031.0
Česko;Dokončené byty - nová výstavba;01-10 2018;23807.0
Česko;Dokončené byty - nová výstavba;01-09 2018;20555.0
Česko;Dokončené byty - nová výstavba;01-08 2018;18479.0
Česko;Dokončené byty - nová výstavba;01-07 2018;15785.0
Česko;Dokončené byty - nová výstavba;01-06 2018;13067.0
Česko;Dokončené byty - nová výstavba;01-05 2018;10976.0
Česko;Dokončené byty - nová výstavba;01-04 2018;8007.0
Česko;Dokončené byty - nová výstavba;01-03 2018;6134.0
Česko;Dokončené byty - nová výstavba;01-02 2018;3942.0
Česko;Dokončené byty - nová výstavba;01 2018;1833.0
Česko;Dokončené byty - nová výstavba;01-12 2017;
Česko;Dokončené byty - nová výstavba;01-11 2017;
Česko;Dokončené byty - nová výstavba;01-10 2017;
Česko;Dokončené byty - nová výstavba;01-09 2017;
Česko;Dokončené byty - nová výstavba;01-08 2017;
Česko;Dokončené byty - nová výstavba;01-07 2017;
Česko;Dokončené byty - nová výstavba;01-06 2017;
Česko;Dokončené byty - nová výstavba;01-05 2017;
Česko;Dokončené byty - nová výstavba;01-04 2017;
Česko;Dokončené byty - nová výstavba;01-03 2017;
Česko;Dokončené byty - nová výstavba;01-02 2017;
Česko;Dokončené byty - nová výstavba;01 2017;
Česko;Dokončené byty - nová výstavba;01-12 2016;
Česko;Dokončené byty - nová výstavba;01-11 2016;
Česko;Dokončené byty - nová výstavba;01-10 2016;
Česko;Dokončené byty - nová výstavba;01-09 2016;
Česko;Dokončené byty - nová výstavba;01-08 2016;
Česko;Dokončené byty - nová výstavba;01-07 2016;
Česko;Dokončené byty - nová výstavba;01-06 2016;
Česko;Dokončené byty - nová výstavba;01-05 2016;
Česko;Dokončené byty - nová výstavba;01-04 2016;
Česko;Dokončené byty - nová výstavba;01-03 2016;
Česko;Dokončené byty - nová výstavba;01-02 2016;
Česko;Dokončené byty - nová výstavba;01 2016;
Česko;Dokončené byty - nová výstavba;01-12 2015;
Česko;Dokončené byty - nová výstavba;01-11 2015;
Česko;Dokončené byty - nová výstavba;01-10 2015;
Česko;Dokončené byty - nová výstavba;01-09 2015;
Česko;Dokončené byty - nová výstavba;01-08 2015;
Česko;Dokončené byty - nová výstavba;01-07 2015;
Česko;Dokončené byty - nová výstavba;01-06 2015;
Česko;Dokončené byty - nová výstavba;01-05 2015;
Česko;Dokončené byty - nová výstavba;01-04 2015;
Česko;Dokončené byty - nová výstavba;01-03 2015;
Česko;Dokončené byty - nová výstavba;01-02 2015;
Česko;Dokončené byty - nová výstavba;01 2015;
Česko;Dokončené byty - nová výstavba;01-12 2014;
Česko;Dokončené byty - nová výstavba;01-11 2014;
Česko;Dokončené byty - nová výstavba;01-10 2014;
Česko;Dokončené byty - nová výstavba;01-09 2014;
Česko;Dokončené byty - nová výstavba;01-08 2014;
Česko;Dokončené byty - nová výstavba;01-07 2014;
Česko;Dokončené byty - nová výstavba;01-06 2014;
Česko;Dokončené byty - nová výstavba;01-05 2014;
Česko;Dokončené byty - nová výstavba;01-04 2014;
Česko;Dokončené byty - nová výstavba;01-03 2014;
Česko;Dokončené byty - nová výstavba;01-02 2014;
Česko;Dokončené byty - nová výstavba;01 2014;
Česko;Dokončené byty - nová výstavba;01-12 2013;
Česko;Dokončené byty - nová výstavba;01-11 2013;
Česko;Dokončené byty - nová výstavba;01-10 2013;
Česko;Dokončené byty - nová výstavba;01-09 2013;
Česko;Dokončené byty - nová výstavba;01-08 2013;
Česko;Dokončené byty - nová výstavba;01-07 2013;
Česko;Dokončené byty - nová výstavba;01-06 2013;
Česko;Dokončené byty - nová výstavba;01-05 2013;
Česko;Dokončené byty - nová výstavba;01-04 2013;
Česko;Dokončené byty - nová výstavba;01-03 2013;
Česko;Dokončené byty - nová výstavba;01-02 2013;
Česko;Dokončené byty - nová výstavba;01 2013;
Česko;Dokončené byty - nová výstavba;01-12 2012;
Česko;Dokončené byty - nová výstavba;01-11 2012;
Česko;Dokončené byty - nová výstavba;01-10 2012;
Česko;Dokončené byty - nová výstavba;01-09 2012;
Česko;Dokončené byty - nová výstavba;01-08 2012;
Česko;Dokončené byty - nová výstavba;01-07 2012;
Česko;Dokončené byty - nová výstavba;01-06 2012;
Česko;Dokončené byty - nová výstavba;01-05 2012;
Česko;Dokončené byty - nová výstavba;01-04 2012;
Česko;Dokončené byty - nová výstavba;01-03 2012;
Česko;Dokončené byty - nová výstavba;01-02 2012;
Česko;Dokončené byty - nová výstavba;01 2012;
Česko;Dokončené byty - nová výstavba;01-12 2011;
Česko;Dokončené byty - nová výstavba;01-11 2011;
Česko;Dokončené byty - nová výstavba;01-10 2011;
Česko;Dokončené byty - nová výstavba;01-09 2011;
Česko;Dokončené byty - nová výstavba;01-08 2011;
Česko;Dokončené byty - nová výstavba;01-07 2011;
Česko;Dokončené byty - nová výstavba;01-06 2011;
Česko;Dokončené byty - nová výstavba;01-05 2011;
Česko;Dokončené byty - nová výstavba;01-04 2011;
Česko;Dokončené byty - nová výstavba;01-03 2011;
Česko;Dokončené byty - nová výstavba;01-02 2011;
Česko;Dokončené byty - nová výstavba;01 2011;
Česko;Dokončené byty - nová výstavba;01-12 2010;
Česko;Dokončené byty - nová výstavba;01-11 2010;
Česko;Dokončené byty - nová výstavba;01-10 2010;
Česko;Dokončené byty - nová výstavba;01-09 2010;
Česko;Dokončené byty - nová výstavba;01-08 2010;
Česko;Dokončené byty - nová výstavba;01-07 2010;
Česko;Dokončené byty - nová výstavba;01-06 2010;
Česko;Dokončené byty - nová výstavba;01-05 2010;
Česko;Dokončené byty - nová výstavba;01-04 2010;
Česko;Dokončené byty - nová výstavba;01-03 2010;
Česko;Dokončené byty - nová výstavba;01-02 2010;
Česko;Dokončené byty - nová výstavba;01 2010;
Česko;Dokončené byty - nová výstavba;01-12 2009;
Česko;Dokončené byty - nová výstavba;01-11 2009;
Česko;Dokončené byty - nová výstavba;01-10 2009;
Česko;Dokončené byty - nová výstavba;01-09 2009;
Česko;Dokončené byty - nová výstavba;01-08 2009;
Česko;Dokončené byty - nová výstavba;01-07 2009;
Česko;Dokončené byty - nová výstavba;01-06 2009;
Česko;Dokončené byty - nová výstavba;01-05 2009;
Česko;Dokončené byty - nová výstavba;01-04 2009;
Česko;Dokončené byty - nová výstavba;01-03 2009;
Česko;Dokončené byty - nová výstavba;01-02 2009;
Česko;Dokončené byty - nová výstavba;01 2009;
Česko;Dokončené byty - nová výstavba;01-12 2008;
Česko;Dokončené byty - nová výstavba;01-11 2008;
Česko;Dokončené byty - nová výstavba;01-10 2008;
Česko;Dokončené byty - nová výstavba;01-09 2008;
Česko;Dokončené byty - nová výstavba;01-08 2008;
Česko;Dokončené byty - nová výstavba;01-07 2008;
Česko;Dokončené byty - nová výstavba;01-06 2008;
Česko;Dokončené byty - nová výstavba;01-05 2008;
Česko;Dokončené byty - nová výstavba;01-04 2008;
Česko;Dokončené byty - nová výstavba;01-03 2008;
Česko;Dokončené byty - nová výstavba;01-02 2008;
Česko;Dokončené byty - nová výstavba;01 2008;
Česko;Dokončené byty - nová výstavba;01-12 2007;
Česko;Dokončené byty - nová výstavba;01-11 2007;
Česko;Dokončené byty - nová výstavba;01-10 2007;
Česko;Dokončené byty - nová výstavba;01-09 2007;
Česko;Dokončené byty - nová výstavba;01-08 2007;
Česko;Dokončené byty - nová výstavba;01-07 2007;
Česko;Dokončené byty - nová výstavba;01-06 2007;
Česko;Dokončené byty - nová výstavba;01-05 2007;
Česko;Dokončené byty - nová výstavba;01-04 2007;
Česko;Dokončené byty - nová výstavba;01-03 2007;
Česko;Dokončené byty - nová výstavba;01-02 2007;
Česko;Dokončené byty - nová výstavba;01 2007;
Česko;Dokončené byty - nová výstavba;01-12 2006;
Česko;Dokončené byty - nová výstavba;01-11 2006;
Česko;Dokončené byty - nová výstavba;01-10 2006;
Česko;Dokončené byty - nová výstavba;01-09 2006;
Česko;Dokončené byty - nová výstavba;01-08 2006;
Česko;Dokončené byty - nová výstavba;01-07 2006;
Česko;Dokončené byty - nová výstavba;01-06 2006;
Česko;Dokončené byty - nová výstavba;01-05 2006;
Česko;Dokončené byty - nová výstavba;01-04 2006;
Česko;Dokončené byty - nová výstavba;01-03 2006;
Česko;Dokončené byty - nová výstavba;01-02 2006;
Česko;Dokončené byty - nová výstavba;01 2006;
Česko;Dokončené byty - nová výstavba;01-12 2005;
Česko;Dokončené byty - nová výstavba;01-11 2005;
Česko;Dokončené byty - nová výstavba;01-10 2005;
Česko;Dokončené byty - nová výstavba;01-09 2005;
Česko;Dokončené byty - nová výstavba;01-08 2005;
Česko;Dokončené byty - nová výstavba;01-07 2005;
Česko;Dokončené byty - nová výstavba;01-06 2005;
Česko;Dokončené byty - nová výstavba;01-05 2005;
Česko;Dokončené byty - nová výstavba;01-04 2005;
Česko;Dokončené byty - nová výstavba;01-03 2005;
Česko;Dokončené byty - nová výstavba;01-02 2005;
Česko;Dokončené byty - nová výstavba;01 2005;
Česko;Dokončené byty - nová výstavba;01-12 2004;
Česko;Dokončené byty - nová výstavba;01-11 2004;
Česko;Dokončené byty - nová výstavba;01-10 2004;
Česko;Dokončené byty - nová výstavba;01-09 2004;
Česko;Dokončené byty - nová výstavba;01-08 2004;
Česko;Dokončené byty - nová výstavba;01-07 2004;
Česko;Dokončené byty - nová výstavba;01-06 2004;
Česko;Dokončené byty - nová výstavba;01-05 2004;
Česko;Dokončené byty - nová výstavba;01-04 2004;
Česko;Dokončené byty - nová výstavba;01-03 2004;
Česko;Dokončené byty - nová výstavba;01-02 2004;
Česko;Dokončené byty - nová výstavba;01 2004;
Česko;Dokončené byty - nová výstavba;01-12 2003;
Česko;Dokončené byty - nová výstavba;01-11 2003;
Česko;Dokončené byty - nová výstavba;01-10 2003;
Česko;Dokončené byty - nová výstavba;01-09 2003;
Česko;Dokončené byty - nová výstavba;01-08 2003;
Česko;Dokončené byty - nová výstavba;01-07 2003;
Česko;Dokončené byty - nová výstavba;01-06 2003;
Česko;Dokončené byty - nová výstavba;01-05 2003;
Česko;Dokončené byty - nová výstavba;01-04 2003;
Česko;Dokončené byty - nová výstavba;01-03 2003;
Česko;Dokončené byty - nová výstavba;01-02 2003;
Česko;Dokončené byty - nová výstavba;01 2003;
Česko;Dokončené byty - nová výstavba;01-12 2002;
Česko;Dokončené byty - nová výstavba;01-11 2002;
Česko;Dokončené byty - nová výstavba;01-10 2002;
Česko;Dokončené byty - nová výstavba;01-09 2002;
Česko;Dokončené byty - nová výstavba;01-08 2002;
Česko;Dokončené byty - nová výstavba;01-07 2002;
Česko;Dokončené byty - nová výstavba;01-06 2002;
Česko;Dokončené byty - nová výstavba;01-05 2002;
Česko;Dokončené byty - nová výstavba;01-04 2002;
Česko;Dokončené byty - nová výstavba;01-03 2002;
Česko;Dokončené byty - nová výstavba;01-02 2002;
Česko;Dokončené byty - nová výstavba;01 2002;
Česko;Dokončené byty - nová výstavba;01-12 2001;
Česko;Dokončené byty - nová výstavba;01-11 2001;
Česko;Dokončené byty - nová výstavba;01-10 2001;
Česko;Dokončené byty - nová výstavba;01-09 2001;
Česko;Dokončené byty - nová výstavba;01-08 2001;
Česko;Dokončené byty - nová výstavba;01-07 2001;
Česko;Dokončené byty - nová výstavba;01-06 2001;
Česko;Dokončené byty - nová výstavba;01-05 2001;
Česko;Dokončené byty - nová výstavba;01-04 2001;
Česko;Dokončené byty - nová výstavba;01-03 2001;
Česko;Dokončené byty - nová výstavba;01-02 2001;
Česko;Dokončené byty - nová výstavba;01 2001;
Česko;Dokončené byty - nová výstavba;01-12 2000;
Česko;Dokončené byty - nová výstavba;01-11 2000;
Česko;Dokončené byty - nová výstavba;01-10 2000;
Česko;Dokončené byty - nová výstavba;01-09 2000;
Česko;Dokončené byty - nová výstavba;01-08 2000;
Česko;Dokončené byty - nová výstavba;01-07 2000;
Česko;Dokončené byty - nová výstavba;01-06 2000;
Česko;Dokončené byty - nová výstavba;01-05 2000;
Česko;Dokončené byty - nová výstavba;01-04 2000;
Česko;Dokončené byty - nová výstavba;01-03 2000;
Česko;Dokončené byty - nová výstavba;01-02 2000;
Česko;Dokončené byty - nová výstavba;01 2000;
Česko;Dokončené byty - nová výstavba;01-12 1999;
Česko;Dokončené byty - nová výstavba;01-11 1999;
Česko;Dokončené byty - nová výstavba;01-10 1999;
Česko;Dokončené byty - nová výstavba;01-09 1999;
Česko;Dokončené byty - nová výstavba;01-08 1999;
Česko;Dokončené byty - nová výstavba;01-07 1999;
Česko;Dokončené byty - nová výstavba;01-06 1999;
Česko;Dokončené byty - nová výstavba;01-05 1999;
Česko;Dokončené byty - nová výstavba;01-04 1999;
Česko;Dokončené byty - nová výstavba;01-03 1999;
Česko;Dokončené byty - nová výstavba;01-02 1999;
Česko;Dokončené byty - nová výstavba;01 1999;
Česko;Dokončené byty - nová výstavba;01-12 1998;
Česko;Dokončené byty - nová výstavba;01-11 1998;
Česko;Dokončené byty - nová výstavba;01-10 1998;
Česko;Dokončené byty - nová výstavba;01-09 1998;
Česko;Dokončené byty - nová výstavba;01-08 1998;
Česko;Dokončené byty - nová výstavba;01-07 1998;
Česko;Dokončené byty - nová výstavba;01-06 1998;
Česko;Dokončené byty - nová výstavba;01-05 1998;
Česko;Dokončené byty - nová výstavba;01-04 1998;
Česko;Dokončené byty - nová výstavba;01-03 1998;
Česko;Dokončené byty - nová výstavba;01-02 1998;
Česko;Dokončené byty - nová výstavba;01 1998;
Česko;Dokončené byty - nová výstavba;01-12 1997;
Česko;Dokončené byty - nová výstavba;01-11 1997;
Česko;Dokončené byty - nová výstavba;01-10 1997;
Česko;Dokončené byty - nová výstavba;01-09 1997;
Česko;Dokončené byty - nová výstavba;01-08 1997;
Česko;Dokončené byty - nová výstavba;01-07 1997;
Česko;Dokončené byty - nová výstavba;01-06 1997;
Česko;Dokončené byty - nová výstavba;01-05 1997;
Česko;Dokončené byty - nová výstavba;01-04 1997;
Česko;Dokončené byty - nová výstavba;01-03 1997;
Česko;Dokončené byty - nová výstavba;01-02 1997;
Česko;Dokončené byty - nová výstavba;01 1997;
Česko;Dokončené byty - nová výstavba;01-12 1996;
Česko;Dokončené byty - nová výstavba;01-11 1996;
Česko;Dokončené byty - nová výstavba;01-10 1996;
Česko;Dokončené byty - nová výstavba;01-09 1996;
Česko;Dokončené byty - nová výstavba;01-08 1996;
Česko;Dokončené byty - nová výstavba;01-07 1996;
Česko;Dokončené byty - nová výstavba;01-06 1996;
Česko;Dokončené byty - nová výstavba;01-05 1996;
Česko;Dokončené byty - nová výstavba;01-04 1996;
Česko;Dokončené byty - nová výstavba;01-03 1996;
Česko;Dokončené byty - nová výstavba;01-02 1996;
Česko;Dokončené byty - nová výstavba;01 1996;
Česko;Dokončené byty - nová výstavba;01-12 1995;
Česko;Dokončené byty - nová výstavba;01-11 1995;
Česko;Dokončené byty - nová výstavba;01-10 1995;
Česko;Dokončené byty - nová výstavba;01-09 1995;
Česko;Dokončené byty - nová výstavba;01-08 1995;
Česko;Dokončené byty - nová výstavba;01-07 1995;
Česko;Dokončené byty - nová výstavba;01-06 1995;
Česko;Dokončené byty - nová výstavba;01-05 1995;
Česko;Dokončené byty - nová výstavba;01-04 1995;
Česko;Dokončené byty - nová výstavba;01-03 1995;
Česko;Dokončené byty - nová výstavba;01-02 1995;
Česko;Dokončené byty - nová výstavba;01 1995;
Česko;Dokončené byty - nová výstavba;01-12 1994;
Česko;Dokončené byty - nová výstavba;01-11 1994;
Česko;Dokončené byty - nová výstavba;01-10 1994;
Česko;Dokončené byty - nová výstavba;01-09 1994;
Česko;Dokončené byty - nová výstavba;01-08 1994;
Česko;Dokončené byty - nová výstavba;01-07 1994;
Česko;Dokončené byty - nová výstavba;01-06 1994;
Česko;Dokončené byty - nová výstavba;01-05 1994;
Česko;Dokončené byty - nová výstavba;01-04 1994;
Česko;Dokončené byty - nová výstavba;01-03 1994;
Česko;Dokončené byty - nová výstavba;01-02 1994;
Česko;Dokončené byty - nová výstavba;01 1994;
Česko;Dokončené byty - nová výstavba;01-12 1993;
Česko;Dokončené byty - nová výstavba;01-11 1993;
Česko;Dokončené byty - nová výstavba;01-10 1993;
Česko;Dokončené byty - nová výstavba;01-09 1993;
Česko;Dokončené byty - nová výstavba;01-08 1993;
Česko;Dokončené byty - nová výstavba;01-07 1993;
Česko;Dokončené byty - nová výstavba;01-06 1993;
Česko;Dokončené byty - nová výstavba;01-05 1993;
Česko;Dokončené byty - nová výstavba;01-04 1993;
Česko;Dokončené byty - nová výstavba;01-03 1993;
Česko;Dokončené byty - nová výstavba;01-02 1993;
Česko;Dokončené byty - nová výstavba;01 1993;
Česko;Dokončené byty - nová výstavba;01-12 1992;
Česko;Dokončené byty - nová výstavba;01-11 1992;
Česko;Dokončené byty - nová výstavba;01-10 1992;
Česko;Dokončené byty - nová výstavba;01-09 1992;
Česko;Dokončené byty - nová výstavba;01-08 1992;
Česko;Dokončené byty - nová výstavba;01-07 1992;
Česko;Dokončené byty - nová výstavba;01-06 1992;
Česko;Dokončené byty - nová výstavba;01-05 1992;
Česko;Dokončené byty - nová výstavba;01-04 1992;
Česko;Dokončené byty - nová výstavba;01-03 1992;
Česko;Dokončené byty - nová výstavba;01-02 1992;
Česko;Dokončené byty - nová výstavba;01 1992;
Česko;Dokončené byty - nová výstavba;01-12 1991;
Česko;Dokončené byty - nová výstavba;01-11 1991;
Česko;Dokončené byty - nová výstavba;01-10 1991;
Česko;Dokončené byty - nová výstavba;01-09 1991;
Česko;Dokončené byty - nová výstavba;01-08 1991;
Česko;Dokončené byty - nová výstavba;01-07 1991;
Česko;Dokončené byty - nová výstavba;01-06 1991;
Česko;Dokončené byty - nová výstavba;01-05 1991;
Česko;Dokončené byty - nová výstavba;01-04 1991;
Česko;Dokončené byty - nová výstavba;01-03 1991;
Česko;Dokončené byty - nová výstavba;01-02 1991;
Česko;Dokončené byty - nová výstavba;01 1991;
Česko;Dokončené byty - nová výstavba;01-12 1990;
Česko;Dokončené byty - změna dokončených staveb;01-03 2025;552.0
Česko;Dokončené byty - změna dokončených staveb;01-02 2025;323.0
Česko;Dokončené byty - změna dokončených staveb;01 2025;164.0
Česko;Dokončené byty - změna dokončených staveb;01-12 2024;3590.0
Česko;Dokončené byty - změna dokončených staveb;01-11 2024;3307.0
Česko;Dokončené byty - změna dokončených staveb;01-10 2024;2939.0
Česko;Dokončené byty - změna dokončených staveb;01-09 2024;2776.0
Česko;Dokončené byty - změna dokončených staveb;01-08 2024;2549.0
Česko;Dokončené byty - změna dokončených staveb;01-07 2024;2354.0
Česko;Dokončené byty - změna dokončených staveb;01-06 2024;2075.0
Česko;Dokončené byty - změna dokončených staveb;01-05 2024;1752.0
Česko;Dokončené byty - změna dokončených staveb;01-04 2024;1454.0
Česko;Dokončené byty - změna dokončených staveb;01-03 2024;1059.0
Česko;Dokončené byty - změna dokončených staveb;01-02 2024;802.0
Česko;Dokončené byty - změna dokončených staveb;01 2024;301.0
Česko;Dokončené byty - změna dokončených staveb;01-12 2023;4240.0
Česko;Dokončené byty - změna dokončených staveb;01-11 2023;3654.0
Česko;Dokončené byty - změna dokončených staveb;01-10 2023;3387.0
Česko;Dokončené byty - změna dokončených staveb;01-09 2023;3053.0
Česko;Dokončené byty - změna dokončených staveb;01-08 2023;2718.0
Česko;Dokončené byty - změna dokončených staveb;01-07 2023;2447.0
Česko;Dokončené byty - změna dokončených staveb;01-06 2023;2049.0
Česko;Dokončené byty - změna dokončených staveb;01-05 2023;1788.0
Česko;Dokončené byty - změna dokončených staveb;01-04 2023;1407.0
Česko;Dokončené byty - změna dokončených staveb;01-03 2023;1051.0
Česko;Dokončené byty - změna dokončených staveb;01-02 2023;654.0
Česko;Dokončené byty - změna dokončených staveb;01 2023;339.0
Česko;Dokončené byty - změna dokončených staveb;01-12 2022;4767.0
Česko;Dokončené byty - změna dokončených staveb;01-11 2022;4150.0
Česko;Dokončené byty - změna dokončených staveb;01-10 2022;3330.0
Česko;Dokončené byty - změna dokončených staveb;01-09 2022;3032.0
Česko;Dokončené byty - změna dokončených staveb;01-08 2022;2819.0
Česko;Dokončené byty - změna dokončených staveb;01-07 2022;2415.0
Česko;Dokončené byty - změna dokončených staveb;01-06 2022;2047.0
Česko;Dokončené byty - změna dokončených staveb;01-05 2022;1747.0
Česko;Dokončené byty - změna dokončených staveb;01-04 2022;1417.0
Česko;Dokončené byty - změna dokončených staveb;01-03 2022;946.0
Česko;Dokončené byty - změna dokončených staveb;01-02 2022;655.0
Česko;Dokončené byty - změna dokončených staveb;01 2022;452.0
Česko;Dokončené byty - změna dokončených staveb;01-12 2021;4338.0
Česko;Dokončené byty - změna dokončených staveb;01-11 2021;3765.0
Česko;Dokončené byty - změna dokončených staveb;01-10 2021;3255.0
Česko;Dokončené byty - změna dokončených staveb;01-09 2021;2887.0
Česko;Dokončené byty - změna dokončených staveb;01-08 2021;2726.0
Česko;Dokončené byty - změna dokončených staveb;01-07 2021;2505.0
Česko;Dokončené byty - změna dokončených staveb;01-06 2021;2121.0
Česko;Dokončené byty - změna dokončených staveb;01-05 2021;1831.0
Česko;Dokončené byty - změna dokončených staveb;01-04 2021;1508.0
Česko;Dokončené byty - změna dokončených staveb;01-03 2021;1068.0
Česko;Dokončené byty - změna dokončených staveb;01-02 2021;684.0
Česko;Dokončené byty - změna dokončených staveb;01 2021;318.0
Česko;Dokončené byty - změna dokončených staveb;01-12 2020;4037.0
Česko;Dokončené byty - změna dokončených staveb;01-11 2020;3449.0
Česko;Dokončené byty - změna dokončených staveb;01-10 2020;3113.0
Česko;Dokončené byty - změna dokončených staveb;01-09 2020;2781.0
Česko;Dokončené byty - změna dokončených staveb;01-08 2020;2555.0
Česko;Dokončené byty - změna dokončených staveb;01-07 2020;2213.0
Česko;Dokončené byty - změna dokončených staveb;01-06 2020;1762.0
Česko;Dokončené byty - změna dokončených staveb;01-05 2020;1467.0
Česko;Dokončené byty - změna dokončených staveb;01-04 2020;1077.0
Česko;Dokončené byty - změna dokončených staveb;01-03 2020;844.0
Česko;Dokončené byty - změna dokončených staveb;01-02 2020;640.0
Česko;Dokončené byty - změna dokončených staveb;01 2020;350.0
Česko;Dokončené byty - změna dokončených staveb;01-12 2019;4066.0
Česko;Dokončené byty - změna dokončených staveb;01-11 2019;3504.0
Česko;Dokončené byty - změna dokončených staveb;01-10 2019;3072.0
Česko;Dokončené byty - změna dokončených staveb;01-09 2019;2831.0
Česko;Dokončené byty - změna dokončených staveb;01-08 2019;2558.0
Česko;Dokončené byty - změna dokončených staveb;01-07 2019;2331.0
Česko;Dokončené byty - změna dokončených staveb;01-06 2019;1921.0
Česko;Dokončené byty - změna dokončených staveb;01-05 2019;1629.0
Česko;Dokončené byty - změna dokončených staveb;01-04 2019;1339.0
Česko;Dokončené byty - změna dokončených staveb;01-03 2019;1106.0
Česko;Dokončené byty - změna dokončených staveb;01-02 2019;837.0
Česko;Dokončené byty - změna dokončených staveb;01 2019;374.0
Česko;Dokončené byty - změna dokončených staveb;01-12 2018;3944.0
Česko;Dokončené byty - změna dokončených staveb;01-11 2018;3479.0
Česko;Dokončené byty - změna dokončených staveb;01-10 2018;3098.0
Česko;Dokončené byty - změna dokončených staveb;01-09 2018;2712.0
Česko;Dokončené byty - změna dokončených staveb;01-08 2018;2441.0
Česko;Dokončené byty - změna dokončených staveb;01-07 2018;2217.0
Česko;Dokončené byty - změna dokončených staveb;01-06 2018;1831.0
Česko;Dokončené byty - změna dokončených staveb;01-05 2018;1572.0
Česko;Dokončené byty - změna dokončených staveb;01-04 2018;1051.0
Česko;Dokončené byty - změna dokončených staveb;01-03 2018;762.0
Česko;Dokončené byty - změna dokončených staveb;01-02 2018;565.0
Česko;Dokončené byty - změna dokončených staveb;01 2018;311.0
Česko;Dokončené byty - změna dokončených staveb;01-12 2017;
Česko;Dokončené byty - změna dokončených staveb;01-11 2017;
Česko;Dokončené byty - změna dokončených staveb;01-10 2017;
Česko;Dokončené byty - změna dokončených staveb;01-09 2017;
Česko;Dokončené byty - změna dokončených staveb;01-08 2017;
Česko;Dokončené byty - změna dokončených staveb;01-07 2017;
Česko;Dokončené byty - změna dokončených staveb;01-06 2017;
Česko;Dokončené byty - změna dokončených staveb;01-05 2017;
Česko;Dokončené byty - změna dokončených staveb;01-04 2017;
Česko;Dokončené byty - změna dokončených staveb;01-03 2017;
Česko;Dokončené byty - změna dokončených staveb;01-02 2017;
Česko;Dokončené byty - změna dokončených staveb;01 2017;
Česko;Dokončené byty - změna dokončených staveb;01-12 2016;
Česko;Dokončené byty - změna dokončených staveb;01-11 2016;
